Date,Time,Trade Name,Generic Name,Quantity,Amount,Profit,Dispenser
02/12/2021,6:20 pm,Toff-Plus Caps,Toff-Plus Caps,1,7800,450,CRISTOPHER
02/12/2021,6:20 pm,Ampiclox Caps (India) 10x10,Ampiclox Caps (India) 10x10,1,11500,1500,CRISTOPHER
02/12/2021,6:20 pm,Amoxicillin Caps 250mg 10x10,Amoxicillin Caps 250mg 10x10,1,6600,350,CRISTOPHER
02/12/2021,6:25 pm,Trigan D Tab 100s,Trigan D Tab 100's,2,900,300,lillian
02/12/2021,6:18 pm,Brufen Tabs 100s,Brufen Tabs 100's,20,1000,520,lillian
02/12/2021,6:18 pm,No Spa Tabs 40mg 100s,No Spa Tabs 40mg 100's,21,10500,2940,lillian
02/12/2021,6:17 pm,HCG Strips,HCG Strips,1,1000,700,lillian
02/12/2021,6:15 pm,Maama Kit Plus,Maama Kit Plus,1,38000,4500,lillian
02/12/2021,6:10 pm,Piriton Tab 10x10,Piriton Tab 10x10,1,1800,450,CRISTOPHER
02/12/2021,6:10 pm,Artesunate Inj. 60ml,Artesunate Inj. 60ml,5,11000,500,CRISTOPHER
02/12/2021,6:10 pm,Ampiclox Caps (India) 10x10,Ampiclox Caps (India) 10x10,1,11500,1500,CRISTOPHER
02/12/2021,6:10 pm,Painex Tabs 100s,Painex Tabs 100's,0.5,5600,262.5,CRISTOPHER
02/12/2021,6:10 pm,Piroxicam Cadila Caps 100s,Piroxicam,1,3600,225,CRISTOPHER
02/12/2021,6:10 pm,Ciprofloxacin Tab 500mg,Ciprofloxacin Tab 500mg,1,9500,700,CRISTOPHER
02/12/2021,6:10 pm,Zinnia P cycle,Zinnia P cycle,2,5600,600,CRISTOPHER
02/12/2021,6:10 pm,Cetrizine Tabs 100s,Cetrizine Tabs 100's,1,2000,500,CRISTOPHER
02/12/2021,6:10 pm,Coldease Caps 100s,Coldease Caps 100's,1,11500,700,CRISTOPHER
02/12/2021,6:10 pm,Vitamin C tabs 100s,Vitamin C tabs 100's,1,2700,500,CRISTOPHER
02/12/2021,6:10 pm,Magnesium Tabs.,Magnesium Tabs.,1,2500,600,CRISTOPHER
02/12/2021,6:12 pm,Amoxicillin Caps 250mg 10x10,Amoxicillin Caps 250mg 10x10,1,6600,350,pharouk kaks
02/12/2021,6:12 pm,Metro Tab F/c 100s,Metro Tab F/c 100's,1,3200,250,pharouk kaks
02/12/2021,6:12 pm,Surgical Spirit 100ml,Surgical Spirit 100ml,1,1900,100,pharouk kaks
02/12/2021,6:11 pm,Metro Tabs F/c 100s (C),Metro F/C 100s (C),20,1000,400,lillian
02/12/2021,6:11 pm,Loperamide Caps 100s,Loperamide Caps 100's,10,1000,750,lillian
02/12/2021,6:11 pm,Fawar Fruit,Fawar Fruit,3,3600,900,lillian
02/12/2021,6:09 pm,Clotri-Denk 1% Cream,Clotri-Denk 1% Cream,1,12000,2300,lillian
02/12/2021,6:09 pm,Griseofulvin 500mg Tabs 10*10(Cyprus),Griseofulvin 500mg Tabs 10*10(Cyprus),14,8400,1862,lillian
02/12/2021,6:07 pm,Neomycin Cream,Neomycin Cream,1,3500,850,lillian
02/12/2021,6:05 pm,Zaha tab 3s,Zaha tab 3's,9,18000,5400,lillian
02/12/2021,6:02 pm,Clarinase 5/120mg Repetabs 14s,Clarinase 5/120mg Repetabs 14's,6,21000,4500,lillian
02/12/2021,6:02 pm,Bactoclav Tab 625,Bactolov Tab 625,8,12000,7800,lillian
02/12/2021,5:58 pm,Surgical Gloves 7.5,Surgical Gloves 7.5,5,5250,1500,pharouk kaks
02/12/2021,5:58 pm,Gauze Roll 90x50,Gauze Roll 90x50,2,25000,4000,pharouk kaks
02/12/2021,5:58 pm,Levofloxacin I.V,Levofloxacin I.V,2,7600,904,pharouk kaks
02/12/2021,5:51 pm,Examination Gloves,Examination Gloves,50,25000,5000,pharouk kaks
02/12/2021,5:54 pm,HCG Strips,HCG Strips,1,1000,700,lillian
02/12/2021,5:47 pm,Rhino Cold Tabs,Rhino Cold Tabs,2,1000,260,lillian
02/12/2021,5:40 pm,LEVO-DENK 500mg 10s,LEVO-DENK 500mg 10's,7,28000,7630,lillian
02/12/2021,5:40 pm,Panadol Extra 100s,Panadol Extra 100's,10,2000,650,lillian
02/12/2021,5:26 pm,Probeta N Eye Drop,Probeta N Eye Drop,1,4000,1075,lillian
02/12/2021,5:27 pm,HCG Strips,HCG Strips,1,300,70,CRISTOPHER
02/12/2021,5:27 pm,Crepe Bandage 5cm,Crepe Bandage 5cm,1,800,169,CRISTOPHER
02/12/2021,5:27 pm,GV Paint,GV Paint,1,1200,200,CRISTOPHER
02/12/2021,5:27 pm,Ampiclox Caps (India) 10x10,Ampiclox Caps (India) 10x10,0.2,2400,400,CRISTOPHER
02/12/2021,5:27 pm,Septrine Tab 480mg 100s,Septrine Tab 480mg 100's,0.5,2200,350,CRISTOPHER
02/12/2021,5:27 pm,Dexona Tabs 100s,Dexona Tabs 100's,0.5,1200,262.5,CRISTOPHER
02/12/2021,5:27 pm,Metro Tab F/c 100s,Metro Tab F/c 100's,0.5,1700,225,CRISTOPHER
02/12/2021,5:27 pm,Lonart Tab 24s,Lonart Tab 24's,1,2400,425,CRISTOPHER
02/12/2021,5:27 pm,Ondansetron inj 4mg,Ondansetron inj.,1,2800,300,CRISTOPHER
02/12/2021,5:23 pm,Januvia Tabs 100mg,Januvia Tabs28 100mg,0.5,38000,1500,pharouk kaks
02/12/2021,5:23 pm,Asomex -LT 60s,Asomex -LT 60'S,0.5,23500,1700,pharouk kaks
02/12/2021,5:23 pm,Ceftriazone injection(c),Ceftriazone injection(c),2,2000,210,pharouk kaks
02/12/2021,5:23 pm,Crepe Bandage 5cm,Crepe Bandage 5cm,1,800,169,pharouk kaks
02/12/2021,5:23 pm,Hydrocortisone Inj 100mg,Hydrocortisone Inj 100mg,1,1300,250,pharouk kaks
02/12/2021,5:23 pm,Aminophylline 25mg/ml Inj,Aminophylline 25mg/ml Inj,1,1900,300,pharouk kaks
02/12/2021,5:20 pm,Ors-Flavoured,ORS-Flavoured,8,2200,280,pharouk kaks
02/12/2021,5:20 pm,Erythromycin Tabs 250mg,Erythromycin Tabs 250mg,1,10500,1300,pharouk kaks
02/12/2021,5:20 pm,Septrine Tab 480mg 100s,Septrine Tab 480mg 100's,1,4400,700,pharouk kaks
02/12/2021,5:20 pm,Magnesium Tabs.,Magnesium Tabs.,1,2500,600,pharouk kaks
02/12/2021,5:17 pm,Syringe 2ml,Syringes 2ml,10,1650,200,pharouk kaks
02/12/2021,5:17 pm,Syringe 10ml,Syringe 10ml,10,3700,430,pharouk kaks
02/12/2021,5:17 pm,Metro Tab F/c 100s,Metro Tab F/c 100's,1,3200,250,pharouk kaks
02/12/2021,5:17 pm,Prednisolene Tabs 10x10,Prednisolene Tabs 10x10,1,2800,750,pharouk kaks
02/12/2021,5:17 pm,Kazire Vit(red),Kazire Vit(red),4,5400,568,pharouk kaks
02/12/2021,5:17 pm,Cough Linctus 200ml,Cough Linctus 200ml,4,5200,600,pharouk kaks
02/12/2021,5:17 pm,Lumertem 12s,Lumertem 12's,3,3300,900,pharouk kaks
02/12/2021,5:17 pm,Lonart Tab 24s,Lonart Tab 24's,2,4800,850,pharouk kaks
02/12/2021,5:17 pm,Pen V (Regal) 100s,Pen V (Regal) 100's,1,5500,700,pharouk kaks
02/12/2021,5:17 pm,Paracetamol tabs,Paracetamol tabs,3,8100,1200,pharouk kaks
02/12/2021,5:20 pm,Goldplus,Goldplus,1,23000,6400,Mubarak
02/12/2021,5:20 pm,Gynazol Ovules,Gynazol Ovules,1,18000,2200,Mubarak
02/12/2021,5:20 pm,Gynazol Cream,Gynazol Cream,1,18000,2200,Mubarak
02/12/2021,5:12 pm,Propranolol 40mg 100s,Propranolol 40mg 100's,1,4000,500,pharouk kaks
02/12/2021,5:17 pm,Apcalis Tab,Apcalis Tab,2,12000,1900,Mubarak
02/12/2021,5:12 pm,Paracetamol 1000s Pkt,Paracetamol 1000's Pkt,20,1000,500,Mubarak
02/12/2021,5:12 pm,Axcel Metronidazloe 400 mg Tabs,Axcel Metronidazloe,10,4000,2150,Mubarak
02/12/2021,5:12 pm,Lansoprazole 30mg 100s,Lansoprazole 30mg 100's,10,5000,1900,Mubarak
02/12/2021,5:12 pm,Gramocef-o 400mg 10s,Gramocef-o 400mg 10's,3,12000,3480,Mubarak
02/12/2021,4:51 pm,Malaria Test Kits,Malaria Test Kits,1,2000,1140,Mubarak
02/12/2021,4:45 pm,Indomethacin Caps 100s,Indomethacin Caps 100's,10,1000,540,Mubarak
02/12/2021,4:39 pm,Septrine Tab 480mg 100s,Septrine Tab 480mg 100's,0.5,2200,350,CRISTOPHER
02/12/2021,4:39 pm,Dexona Tabs 100s,Dexona Tabs 100's,0.6,1440,315,CRISTOPHER
02/12/2021,4:39 pm,Brufen Tabs 100s,Brufen Tabs 100's,1,2600,500,CRISTOPHER
02/12/2021,4:39 pm,Diclofenac tabs 100s,Diclofenac tabs 100's,1,1400,300,CRISTOPHER
02/12/2021,4:39 pm,Chloramphenicol Caps 100s,Chloramphenicol Caps 100's,0.3,3450,300,CRISTOPHER
02/12/2021,4:39 pm,Lonart Tab 24s,Lonart Tab 24's,1,2400,425,CRISTOPHER
02/12/2021,4:39 pm,Paracetamol tabs,Paracetamol tabs,1,2700,400,CRISTOPHER
02/12/2021,4:33 pm,Brufen Tabs 100s,Brufen Tabs 100's,0.5,1350,300,pharouk kaks
02/12/2021,4:33 pm,Artesunate Inj. 60ml,Artesunate Inj. 60ml,1,2400,300,pharouk kaks
02/12/2021,4:33 pm,Syringe 10ml,Syringe 10ml,1,370,43,pharouk kaks
02/12/2021,4:33 pm,Tramadol Injections,Tramadol Injections,3,3000,1350,pharouk kaks
02/12/2021,4:33 pm,Prednisolene Tabs 10x10,Prednisolene Tabs 10x10,10,1000,760,Mubarak
02/12/2021,4:31 pm,Fluconazole Caps 4x7 Caps (Zydus),Fluconazole Caps 4x7 Caps (Zydus),1,1000,515,Mubarak
02/12/2021,4:31 pm,I Pill Tab,I Pill Tab,1,8000,2300,Mubarak
02/12/2021,4:27 pm,Albendazole Tabs1s(Anthel),Albendazole Tabs1's(Anthel),1,1000,600,Mubarak
02/12/2021,4:27 pm,Lorased Tabs,Lorased Tabs,3,2100,0,Mubarak
02/12/2021,4:27 pm,Ampiclox Caps (India) 10x10,Ampiclox Caps (India) 10x10,10,2000,910,Mubarak
02/12/2021,4:25 pm,Pillplan 30,Chainese Pill,3,15000,5000.000001,pharouk kaks
02/12/2021,4:07 pm,Ibupar Tabs 10s,Ibupar Tabs 10's,30,37500,900,pharouk kaks
02/12/2021,4:07 pm,On-Call Plus Test Strips 50s,On-Call Plus Test Strips 50's,2,46000,4000,pharouk kaks
02/12/2021,4:07 pm,Elocom Ointment,Elocom Ointment,0,0,0,pharouk kaks
02/12/2021,4:07 pm,Zona Cream,Zona Cream,0,0,0,pharouk kaks
02/12/2021,4:07 pm,Cotton Wool 500g,Cotton Wool 500g,12,58800,3800.00004,pharouk kaks
02/12/2021,4:07 pm,Gynazol Ovules,Gynazol Ovules,10,158000,10000,pharouk kaks
02/12/2021,4:07 pm,Primolut N Tabs 30s,Primolut N Tabs 30's,3,63000,3000,pharouk kaks
02/12/2021,4:07 pm,Alben Susp 10ml,Alben Susp 10ml,12,19800,936,pharouk kaks
02/12/2021,4:07 pm,Dazel Kit,Dazel Kit,5,57500,1900,pharouk kaks
02/12/2021,4:07 pm,Candid V Gel,Candid V Gel,0,0,0,pharouk kaks
02/12/2021,4:07 pm,Levofloxacin I.V,Levofloxacin I.V,15,53250,3030,pharouk kaks
02/12/2021,4:07 pm,Finasteride 5mg 28s,Finasteride 5mg 28'S,5,70000,5000,pharouk kaks
02/12/2021,4:07 pm,Indapamide Tabs 2.5mg 28s,Indapamide Tabs 2.5mg 28's,0,0,0,pharouk kaks
02/12/2021,4:07 pm,Doxazosin 2mg uk 28s,Doxazosin 2mg uk 28's..,3,42000,19500,pharouk kaks
02/12/2021,4:07 pm,Doxazocin 4mg Tabs,Doxazocin 4mg Tabs,4,48160,8160,pharouk kaks
02/12/2021,4:07 pm,Xarelto 10mg 10s,Xarelto 10mg 10's,0,0,0,pharouk kaks
02/12/2021,4:07 pm,Cefimed 200mg 10s,Cefimed 200mg 10's,0,0,0,pharouk kaks
02/12/2021,4:07 pm,Gramocef-o 400mg 10s,Gramocef-o 400mg 10's,10,284000,14900,pharouk kaks
02/12/2021,4:07 pm,Loratidine Tabs (Cosmos) 30s,Loratidine Tabs (Cosmos),0,0,0,pharouk kaks
02/12/2021,4:07 pm,Deslora Denk 5mg 10s,Deslora Denk 5mg 10's,0,0,0,pharouk kaks
02/12/2021,4:07 pm,Betanase Tabs 150s,Betanase Tabs 150'S,4,31800,1800,pharouk kaks
02/12/2021,4:07 pm,Clopidegrel 75mg UK,Clopidegrel 75mg UK,2,23700,1700,pharouk kaks
02/12/2021,4:07 pm,Clavulin Syrup 228mg/5ml,Clavulin Syrup 228mg/5ml,5,54000,3125,pharouk kaks
02/12/2021,4:07 pm,Nystatin Syrup 30ml,Nystatin Syrup 30ml,5,8500,650,pharouk kaks
02/12/2021,4:07 pm,Atorva 20mg,Atorva 20mg,5,124500,2750,pharouk kaks
02/12/2021,4:07 pm,Atorva 10mg,Atorva 10mg 35's,5,127500,38500,pharouk kaks
02/12/2021,4:07 pm,Colosar Denk 50/12.5 28s,Colosar-Denk 50/12.5 28's,0,0,0,pharouk kaks
02/12/2021,4:07 pm,Amlodac 10mg,Amlodac 10mg,10,129999.9,5999.9,pharouk kaks
02/12/2021,4:07 pm,Amlodac 5mg,Amlodac 5mg,10,69000,4180,pharouk kaks
02/12/2021,4:07 pm,Cardiapac-10mg 100s,Cardiapac-10mg 100's,2,24000,1800,pharouk kaks
02/12/2021,4:07 pm,Nifelat 20mg-R Tab 10x10(Cyprus),Nifelat 20mg-R Tab 10x10(Cyprus),10,173000,3097.0874,pharouk kaks
02/12/2021,4:07 pm,Valparin Chrono 500mg,Valparin Chrono 500mg,200,178000,28000,pharouk kaks
02/12/2021,4:07 pm,Venaxan 500mg,Levofloxacin,3,34500,2400,pharouk kaks
02/12/2021,4:07 pm,Levozin Tabs 5mg 100s,Levozin Tabs 5mg 100's,0,0,0,pharouk kaks
02/12/2021,4:07 pm,Netazox 500mg,Netazox 500mg,3,26100,600,pharouk kaks
02/12/2021,4:07 pm,Back-Up emerg-pill,Back-Up emerg-pill,0,0,0,pharouk kaks
02/12/2021,4:07 pm,Postinor 2,Postinor 2,10,67000,2000,pharouk kaks
02/12/2021,4:07 pm,Cetamol Tabs 1000s,Cetamol Tabs 1000's,2,66000,2000,pharouk kaks
02/12/2021,4:07 pm,Hedex Tabs 100s,Hedex Tabs 100's,9,106200,-6300,pharouk kaks
02/12/2021,4:07 pm,Albendazole Tabs1s(Anthel),Albendazole Tabs1's(Anthel),0,0,0,pharouk kaks
02/12/2021,4:07 pm,Lansoprazole 30mg 100s,Lansoprazole 30mg 100's,2,61000,2000,pharouk kaks
02/12/2021,4:07 pm,Soral Cap 20's,Soral Cap 20's,10,188000,5000,pharouk kaks
02/12/2021,4:07 pm,Toractin Tabs 100s,Toractin Tabs 100's,1,5700,300,pharouk kaks
02/12/2021,4:07 pm,Esofag 40mg 30s,Esofag 40mg 30s,5,67999.95,6799.95,pharouk kaks
02/12/2021,4:07 pm,Cemetidine 400mg Tabs 100s,Cemetidine 400mg Tabs 100's,0,0,0,pharouk kaks
02/12/2021,4:07 pm,Limzer caps 30s,Limzer caps 30's,5,122250,5000,pharouk kaks
02/12/2021,4:07 pm,Gravinate 50mg 100s,Gravinate 50mg 100's,0,0,0,pharouk kaks
02/12/2021,4:07 pm,Quinine Tabs 100s,Quinine Tabs 100's,1,18500,4500,pharouk kaks
02/12/2021,4:07 pm,Stomach fit syp 225ml,Stomach fit syp 225ml,0,0,0,pharouk kaks
02/12/2021,4:07 pm,Diclo-Denk 50mg,Diclo-Denk 50mg,0,0,0,pharouk kaks
02/12/2021,4:07 pm,Indomethacin Caps 100s,Indomethacin Caps 100's,0,0,0,pharouk kaks
02/12/2021,4:07 pm,Cetamol Syrup 100ml,Cetamol Syrup 100ml,12,36000,3600,pharouk kaks
02/12/2021,4:07 pm,Azilide 500mg tab 3s,Azilide 500mg tab 3's,30,83250,8250,pharouk kaks
02/12/2021,4:07 pm,Zaha tab 3s,Zaha tab 3's,20,84000,4000,pharouk kaks
02/12/2021,4:11 pm,Prednisolene Tabs 10x10,Prednisolene Tabs 10x10,10,24000,3500,pharouk kaks
02/12/2021,4:11 pm,Normagut 250mg Caps 30s,Normagut 250mg,1,55500,1200,pharouk kaks
02/12/2021,4:11 pm,Diclogenta Eye drops,Diclogenta Eye drops,0,0,0,pharouk kaks
02/12/2021,4:11 pm,Mega 3 Caps 30s,Mega 3 Caps 30s,2,60000,18000,pharouk kaks
02/12/2021,4:11 pm,Visine Eye Drop,Visine Eye Drop,0,0,0,pharouk kaks
02/12/2021,4:11 pm,Isoryn (P) Nasl drp,Isoryn (P) Nasl drp,0,0,0,pharouk kaks
02/12/2021,4:11 pm,Strepsils loz hny 24s,Strepsils loz hny 24's UK,5,37200,8200,pharouk kaks
02/12/2021,4:11 pm,Painex Tabs 100s,Painex Tabs 100's,2,22000,650,pharouk kaks
02/12/2021,4:11 pm,Immunace Capsules 30s,Immunace Capsules 30's,0,0,0,pharouk kaks
02/12/2021,4:11 pm,Grovit Chewable tabs 30s,Grovit Chewable tabs 30s,5,36999.9,499.9,pharouk kaks
02/12/2021,4:11 pm,Manix Herbal Caps 20,Manix Herbal Caps 20's,5,80000,3500,pharouk kaks
02/12/2021,4:11 pm,Gauze Roll 90x5 (Small),Gauze Roll 90x5 (Small),40,22000,5000,pharouk kaks
02/12/2021,4:11 pm,Syringe 20ml,Syringe 20ml,30,14400,900,pharouk kaks
02/12/2021,4:11 pm,Osteoflex plus tabs 30s,Osteoflex plus tabs 30's,0,0,0,pharouk kaks
02/12/2021,4:11 pm,Osteoflex Tabs,Osteoflex Tabs,0,0,0,pharouk kaks
02/12/2021,4:11 pm,Glucart Tabs 100s,Bones & joints,0,0,0,pharouk kaks
02/12/2021,4:11 pm,Permanet 6x6 Square,Permanet 6x6 Square,3,60000,13500,pharouk kaks
02/12/2021,4:11 pm,Permanet 5x6 Round,Permanet 5x6 Round,0,0,0,pharouk kaks
02/12/2021,4:11 pm,Permanet 4x6 square,Permanet 4x6 square,0,0,0,pharouk kaks
02/12/2021,4:11 pm,Permanet 5x6 Square,Permanet 5x6 Square,3,54000,15000,pharouk kaks
02/12/2021,4:11 pm,Komefan 140mg 24s,Komefan 140mg,0,0,0,pharouk kaks
02/12/2021,4:11 pm,Cough Linctus 1ltr,Cough Linctus 1ltr,15,55500,3000,pharouk kaks
02/12/2021,4:11 pm,Kwesiima Herbal Syp,Kwesiima Herbal Syp,5,10500,1000,pharouk kaks
02/12/2021,4:11 pm,Torex Tabs,Torex Tabs,3,46500,1500,pharouk kaks
02/12/2021,4:11 pm,Nasatab Tabs 100s,Nasatab Tabs 100's,5,115000,1000,pharouk kaks
02/12/2021,4:11 pm,Benylin with (C) Syp 100ml,Benylin with (C) Syp 100ml,0,0,0,pharouk kaks
02/12/2021,4:11 pm,Ultrasolv-Mucolytic/Expctrnt sy,Ultrasolv-Mucolytic/Expctrnt sy,0,0,0,pharouk kaks
02/12/2021,4:11 pm,Hydralin DM Syp 120ml,Hydralin DM Syp 120ml,10,41000,4636.364,pharouk kaks
02/12/2021,4:11 pm,Infacol Syp,Infacol Syp,0,0,0,pharouk kaks
02/12/2021,4:11 pm,Oraxin Syp 100ml,Oraxin Syp 100ml,0,0,0,pharouk kaks
02/12/2021,4:11 pm,Multi-Power Syp,Multi-Power Syp,5,18500,1000,pharouk kaks
02/12/2021,4:11 pm,Jusdee Drops,Jusdee drops,3,18000,1500,pharouk kaks
02/12/2021,4:11 pm,Zedex Syp 100ml,Zedex Syp 100ml,10,36500,500,pharouk kaks
02/12/2021,4:11 pm,Cadiphene Syp 60ml,Cadiphene Syp 60ml,5,14250,5750,pharouk kaks
02/12/2021,4:11 pm,Coldrid Syp 60ml,Coldrid,10,36000,1000,pharouk kaks
02/12/2021,4:11 pm,Relex Syp 100ml,Relex Syp 90ml,10,32000,2250,pharouk kaks
02/12/2021,4:11 pm,Koff Go Syp,Koff Go Syp,10,32000,2000,pharouk kaks
02/12/2021,4:11 pm,Flucomol Susp 100ml,Flucomol,0,0,0,pharouk kaks
02/12/2021,4:11 pm,Journey syrp 200ml,Journey syrp 200ml,0,0,0,pharouk kaks
02/12/2021,4:11 pm,Honey 1 Litre Jerrican,Honey 1 Litre Jerrican,0,0,0,pharouk kaks
02/12/2021,4:11 pm,Jack & Jill Syp,Jack & Jill Syp,1,3000,200,pharouk kaks
02/12/2021,4:11 pm,Calamine Lotion,Calamine Lotion,5,9250,500,pharouk kaks
02/12/2021,4:11 pm,Dragon Roll-On 50ml,Dragon Roll-On 50ml,3,15000,1446,pharouk kaks
02/12/2021,4:11 pm,Dicloday Gel 30mg,Dicloday Gel 30mg,24,48000,2400,pharouk kaks
02/12/2021,4:11 pm,Dragon Liquid Balm,Dragon Liquid Balm,30,93000,4200,pharouk kaks
02/12/2021,3:53 pm,Brustan Tabs 10s,Brustan Tabs 10's,15,7500,2850,Mubarak
02/12/2021,3:53 pm,Amlodac 10mg,Amlodac 10mg,7,4200,1166.669,Mubarak
02/12/2021,2:15 pm,Diclomol Inj. 75mg/3ml x 10,Diclomol Inj. 75mg/3ml x 10,6,1800,630,CRISTOPHER
02/12/2021,3:56 pm,Syringe 1ml,Syringes 1ml,6,2700,900,CRISTOPHER
02/12/2021,3:56 pm,Pethidine inj 100mg/2ml,Pethidine inj 100mg/2ml,20,60000,20600,CRISTOPHER
02/12/2021,3:53 pm,Action Tabs 100s,Action Tabs 100's,0.3,3150,300,pharouk kaks
02/12/2021,3:53 pm,Mebendazole Tabs,Mebendazole Tabs,1,3000,600,pharouk kaks
02/12/2021,3:53 pm,Toff-Plus Caps,Toff-Plus Caps,0.5,4000,325,pharouk kaks
02/12/2021,3:53 pm,Amoxicillin Caps 250mg 10x10,Amoxicillin Caps 250mg 10x10,0.5,3300,175,pharouk kaks
02/12/2021,3:53 pm,Kiss Condom Classic,Condom,2,1400,300,pharouk kaks
02/12/2021,3:53 pm,Hydrocortisone Inj 100mg,Hydrocortisone Inj 100mg,2,2600,500,pharouk kaks
02/12/2021,3:53 pm,Zaha tabs 250mg 6s,Zaha tabs 250mg 6's,1,5250,392.857143,pharouk kaks
02/12/2021,3:53 pm,Syringe 10ml,Syringe 10ml,10,3700,430,pharouk kaks
02/12/2021,3:53 pm,Crepe Bandage 5cm,Crepe Bandage 5cm,1,800,169,pharouk kaks
02/12/2021,3:53 pm,Cannula G24 (Y),Cannula G24 (Y),5,2250,600,pharouk kaks
02/12/2021,3:53 pm,Adhesive Plaster 2.5 cm 1,Adhesive Plaster 2.5 cm 1'',1,1300,325,pharouk kaks
02/12/2021,3:53 pm,Gentamicin Inj. 40mg/2ml,Gentamicin Inj. 40mg/2ml,10,3500,750,pharouk kaks
02/12/2021,3:53 pm,Ceftriaxone Inj (Cadila),Ceftriaxone Inj (Cadila),10,13000,1250,pharouk kaks
02/12/2021,3:44 pm,Dexona Eye (Cadila),DEXONA Eye (Cadila),4,10000,3200,Mubarak
02/12/2021,3:31 pm,Santafer Forte Tabs,Santafer Forte Tabs,10,5000,1833.34,Mubarak
02/12/2021,3:31 pm,Spironolactone(urctnu) 25mg100,Spironolactone(urctnu) 25mg100,5,2500,1050,Mubarak
02/12/2021,3:32 pm,Palaxin Tabs 9s,Palaxin Tabs 9s,1,7650,319.7,CRISTOPHER
02/12/2021,3:32 pm,Levobact Tabs 500mg 10s,Levobact Tabs 500mg 10's,1,4200,700,CRISTOPHER
02/12/2021,3:32 pm,Normal Saline 500mls,Normal Saline 500mls,2,3400,400,CRISTOPHER
02/12/2021,3:32 pm,Cannula G24 (Y),Cannula G24 (Y),4,1800,480,CRISTOPHER
02/12/2021,3:32 pm,Syringe 5ml,Syringes 5ml,10,1650,180,CRISTOPHER
02/12/2021,3:32 pm,Cipro I.V,Cipro I.V,4,5200,800,CRISTOPHER
02/12/2021,3:32 pm,Ceftriaxone Inj (Cadila),Ceftriaxone Inj (Cadila),6,7800,750,CRISTOPHER
02/12/2021,3:32 pm,Artesunate Inj. 60ml,Artesunate Inj. 60ml,4,9600,1200,CRISTOPHER
02/12/2021,3:21 pm,Nitrofurantoin Tabs 100s Agog,Nitrofurantoin Tabs 100's Agog,1,4500,500,pharouk kaks
02/12/2021,3:21 pm,Syringe 2ml,Syringes 2ml,10,1650,200,pharouk kaks
02/12/2021,3:21 pm,Syringe 5ml,Syringes 5ml,10,1650,180,pharouk kaks
02/12/2021,3:21 pm,Diclofenac tabs 100s,Diclofenac tabs 100's,1,1400,300,pharouk kaks
02/12/2021,3:21 pm,Ciprofloxacin Tab 500mg,Ciprofloxacin Tab 500mg,0.5,5000,600,pharouk kaks
02/12/2021,3:21 pm,Cetrizine Tabs 100s,Cetrizine Tabs 100's,1,2000,500,pharouk kaks
02/12/2021,3:21 pm,Piriton Tab 10x10,Piriton Tab 10x10,1,1800,450,pharouk kaks
02/12/2021,3:21 pm,Septrine Tab 480mg 100s,Septrine Tab 480mg 100's,0.5,2200,350,pharouk kaks
02/12/2021,3:21 pm,Ampiclox Caps (India) 10x10,Ampiclox Caps (India) 10x10,0.5,5750,750,pharouk kaks
02/12/2021,3:21 pm,Prednisolene Tabs 10x10,Prednisolene Tabs 10x10,1,2800,750,pharouk kaks
02/12/2021,3:21 pm,Medical Evelops (Paper),Medical Evelops (Paper),5,3500,821.43,pharouk kaks
02/12/2021,3:21 pm,AZY 500mg 3s,AZY 500mg 3's,1,1900,450,pharouk kaks
02/12/2021,3:21 pm,Lonart Tab 24s,Lonart Tab 24's,2,4800,850,pharouk kaks
02/12/2021,3:24 pm,Griseofulvin 500mg Tabs 10*10(Cyprus),Griseofulvin 500mg Tabs 10*10(Cyprus),7,4200,931,Mubarak
02/12/2021,3:24 pm,Terbinafine 250mg Uk 28s,Terbinafine 250mg Uk 28's,21,42000,27825,Mubarak
02/12/2021,3:19 pm,Alfuzosin Hydro Tabs 30s,Alfuzosin Hydro Tabs 30's,0.5,9000,2000,CRISTOPHER
02/12/2021,3:00 pm,Ntale Skin Oit (S),Ntale Skin Oit Small,2,2700,200,pharouk kaks
02/12/2021,3:14 pm,AZY 500mg 3s,AZY 500mg 3's,2,3800,900,CRISTOPHER
02/12/2021,3:14 pm,MCG,MCG,2,7600,1600,CRISTOPHER
02/12/2021,3:14 pm,Skderm Cream 15g,Skderm Cream 15g,2,4700,460,CRISTOPHER
02/12/2021,3:14 pm,Examination Gloves,Examination Gloves,10,5000,1000,CRISTOPHER
02/12/2021,3:14 pm,Piroxicam Cadila Caps 100s,Piroxicam,1,3600,225,CRISTOPHER
02/12/2021,3:14 pm,Diclofenac tabs 100s,Diclofenac tabs 100's,1,1400,300,CRISTOPHER
02/12/2021,3:14 pm,Cannula G22 (Blue),Cannula G22 (Blue),10,4500,1250,CRISTOPHER
02/12/2021,3:14 pm,Cannula G24 (Y),Cannula G24 (Y),10,4500,1200,CRISTOPHER
02/12/2021,3:14 pm,Syringe 5ml,Syringes 5ml,20,3400,460,CRISTOPHER
02/12/2021,3:14 pm,Piritex Jr 60ml,Piritex Jr 60ml,2,6000,400,CRISTOPHER
02/12/2021,3:12 pm,Menthodex Syp 100ml,Menthodex Syp 100ml,1,15000,3500,Mubarak
02/12/2021,3:00 pm,Dynapar Tabs 100s,Dynapar Tabs 100's,0.3,3300,360,pharouk kaks
